"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMaterial.java","4","60","Unnecessary qualifier 'ExpMaterial': 'addDepthTest' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMaterial.java","4","61","Unnecessary qualifier 'ExpMaterial': 'addTransparency' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMaterial.java","4","62","Unnecessary qualifier 'ExpMaterial': 'addDisableCulling' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMaterial.java","4","63","Unnecessary qualifier 'ExpMaterial': 'endExpMaterial' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","65","Unnecessary qualifier 'ExpMesh': 'addVertexBuffer' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","66","Unnecessary qualifier 'ExpMesh': 'addIndexCount' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","67","Unnecessary qualifier 'ExpMesh': 'addIndexBuffer' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","68","Unnecessary qualifier 'ExpMesh': 'addVertexFormat' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","69","Unnecessary qualifier 'ExpMesh': 'addMaterial' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","70","Unnecessary qualifier 'ExpMesh': 'addIndexType' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","71","Unnecessary qualifier 'ExpMesh': 'addPrimitiveType' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpMesh.java","4","72","Unnecessary qualifier 'ExpMesh': 'endExpMesh' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpSampler.java","4","48","Unnecessary qualifier 'ExpSampler': 'addTexture' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpSampler.java","4","49","Unnecessary qualifier 'ExpSampler': 'addTextureId' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpSampler.java","4","50","Unnecessary qualifier 'ExpSampler': 'addUseMipmaps' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpSampler.java","4","51","Unnecessary qualifier 'ExpSampler': 'addLinearFiltering' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpSampler.java","4","52","Unnecessary qualifier 'ExpSampler': 'endExpSampler' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpVertexFormat.java","4","43","Unnecessary qualifier 'ExpVertexFormat': 'addElements' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpVertexFormat.java","4","44","Unnecessary qualifier 'ExpVertexFormat': 'addVertexSize' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.flatbuffers.scene","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\flatbuffers\generated\appeng\flatbuffers\scene\ExpVertexFormat.java","4","45","Unnecessary qualifier 'ExpVertexFormat': 'endExpVertexFormat' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.features","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\features\PlayerRegistryInternal.java","4","72","Unnecessary qualifier 'PlayerRegistryInternal': 'load' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.api.features","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\features\PlayerRegistryInternal.java","4","74","Unnecessary qualifier 'PlayerRegistryInternal': 'NAME' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.networking.events","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\networking\events\GridEvent.java","3","33","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.api.stacks","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\stacks\AEKeyType.java","4","62","Unnecessary qualifier 'AEKeyType': 'REGISTRY_KEY' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.stacks","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\stacks\GenericStack.java","4","78","Unnecessary qualifier 'GenericStack': 'CODEC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.api.stacks","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\stacks\GenericStack.java","4","89","Unnecessary qualifier 'GenericStack': 'CODEC' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.api.stacks","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\stacks\GenericStack.java","4","98","Unnecessary qualifier 'GenericStack': 'unwrapItemStack' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\util\AECableType.java","4","91","Unnecessary qualifier 'AECableType': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.api.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\util\AECableType.java","4","98","Unnecessary qualifier 'AECableType': 'from' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.api.util","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\api\util\KeyTypeSelection.java","3","111","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","appeng.block.spatial","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\block\spatial\SpatialPylonBlock.java","4","51","Unnecessary qualifier 'SpatialPylonBlock': 'POWERED_ON' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.client.gui.layout","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\gui\layout\SlotGridLayout.java","4","57","Unnecessary qualifier 'SlotGridLayout': 'getRowBreakPosition' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.client.gui.layout","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\gui\layout\SlotGridLayout.java","4","64","Unnecessary qualifier 'SlotGridLayout': 'getRowBreakPosition' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.client.gui.layout","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\gui\layout\SlotGridLayout.java","4","71","Unnecessary qualifier 'SlotGridLayout': 'getRowBreakPosition' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.client.gui.style","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\gui\style\StyleManager.java","4","207","Unnecessary qualifier 'StyleManager': 'styleCache' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.client.guidebook.color","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\guidebook\color\MutableColor.java","4","36","Unnecessary qualifier 'MutableColor': 'ofBytes' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.client.guidebook.layout.flow","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\guidebook\layout\flow\LineElement.java","3","11","This abstract class does not have any abstract methods","Best Practices","AbstractClassWithoutAbstractMethod"
"1","appeng.client.render.cablebus","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\cablebus\CableCoreType.java","4","51","Unnecessary qualifier 'CableCoreType': 'GLASS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.client.render.cablebus","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\cablebus\CableCoreType.java","4","52","Unnecessary qualifier 'CableCoreType': 'COVERED' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.client.render.cablebus","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\cablebus\CableCoreType.java","4","53","Unnecessary qualifier 'CableCoreType': 'COVERED' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.client.render.cablebus","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\cablebus\CableCoreType.java","4","54","Unnecessary qualifier 'CableCoreType': 'DENSE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.client.render.cablebus","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\cablebus\CableCoreType.java","4","55","Unnecessary qualifier 'CableCoreType': 'DENSE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","60","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","71","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","82","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","170","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","196","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.client.render.effects","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\client\render\effects\LightningFX.java","4","196","Unnecessary qualifier 'LightningFX': 'STEPS' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","84","Unnecessary qualifier 'AELog': 'isLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","104","Unnecessary qualifier 'AELog': 'isLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","193","Unnecessary qualifier 'AELog': 'isDebugLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","246","Unnecessary qualifier 'AELog': 'isCraftingLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","270","Unnecessary qualifier 'AELog': 'isCraftingDebugLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AELog.java","4","294","Unnecessary qualifier 'AELog': 'isGridLogEnabled' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\AppEngClient.java","4","368","Unnecessary qualifier 'AppEngClient': 'instance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.core","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\FacadeCreativeTab.java","3","78","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","132","Unnecessary qualifier 'Tooltips': 'getMouseButtonText' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","415","Unnecessary qualifier 'Tooltips': 'of' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","416","Unnecessary qualifier 'Tooltips': 'ofNumber' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","417","Unnecessary qualifier 'Tooltips': 'of' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","419","Unnecessary qualifier 'Tooltips': 'of' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","420","Unnecessary qualifier 'Tooltips': 'ofPercent' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","appeng.core.localization","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\core\localization\Tooltips.java","4","421","Unnecessary qualifier 'Tooltips': 'of' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.debug","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\debug\DebugCardItem.java","3","149","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"2","appeng.debug","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\debug\DebugCardItem.java","3","152","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","appeng.helpers","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\helpers\MultiCraftingTracker.java","3","100","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","appeng.helpers","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\helpers\MultiCraftingTracker.java","3","102","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","appeng.hooks","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\hooks\BlockAttackHook.java","4","62","Unnecessary qualifier 'BlockAttackHook': 'onBlockAttackedOnClient' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","48","Unnecessary qualifier 'DebugProvider': 'isVisible' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","52","Unnecessary qualifier 'DebugProvider': 'addBlockEntityRotation' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","53","Unnecessary qualifier 'DebugProvider': 'addToTooltip' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","57","Unnecessary qualifier 'DebugProvider': 'isVisible' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","58","Unnecessary qualifier 'DebugProvider': 'addServerDataMainNode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","63","Unnecessary qualifier 'DebugProvider': 'addToTooltip' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","67","Unnecessary qualifier 'DebugProvider': 'isVisible' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","68","Unnecessary qualifier 'DebugProvider': 'addServerDataMainNode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\DebugProvider.java","4","69","Unnecessary qualifier 'DebugProvider': 'addServerDataNode' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\GridNodeState.java","4","27","Unnecessary qualifier 'GridNodeState': 'OFFLINE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\GridNodeState.java","4","30","Unnecessary qualifier 'GridNodeState': 'NETWORK_BOOTING' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\GridNodeState.java","4","32","Unnecessary qualifier 'GridNodeState': 'MISSING_CHANNEL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\GridNodeState.java","4","34","Unnecessary qualifier 'GridNodeState': 'ONLINE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","appeng.integration.modules.igtooltip","C:\User\abhi\MetricsCK\Applied_energetics\Applied-Energistics-2\src\main\java\appeng\integration\modules\igtooltip\TooltipProviders.java","4","73","Unnecessary qualifier 'TooltipProviders': 'LOADER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
