"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.geotools.tutorial.csv2","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\tutorial\csv2\CSVDataStoreFactory.java","3","104","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.tutorial.csv3","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\tutorial\csv3\CSVDataStoreFactory.java","3","159","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.tutorial.csv3","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\tutorial\csv3\CSVFileState.java","4","94","Unnecessary qualifier 'CSVFileState': 'DEFAULT_CRS' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.tutorial.csv","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\tutorial\csv\CSVDataStoreFactory.java","3","102","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.tutorial.filter","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\tutorial\filter\QueryLab.java","4","73","Unnecessary qualifier 'JFrame': 'WindowConstants::EXIT_ON_CLOSE' is already in scope because it is inherited by an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.xml","C:\User\abhi\MetricsCK\geotools\geotools\docs\src\main\java\org\geotools\xml\GMLExamples.java","4","176","Unnecessary qualifier 'java.net': 'URI' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.appschema.resolver.xml","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema-resolver\src\main\java\org\geotools\appschema\resolver\xml\AppSchemaValidator.java","3","231","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.geotools.appschema.resolver.xml","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema-resolver\src\main\java\org\geotools\appschema\resolver\xml\AppSchemaValidator.java","3","242","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.appschema.jdbc","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\appschema\jdbc\NestedFilterToSQL.java","4","157","Unnecessary qualifier 'java.io': 'IOException' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.appschema.jdbc","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\appschema\jdbc\NestedFilterToSQL.java","4","518","Unnecessary qualifier 'java.io': 'IOException' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.appschema.util","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\appschema\util\IndexQueryUtils.java","4","90","Unnecessary qualifier 'IndexQueryUtils': 'isExpressionEmpty' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AbstractMappingFeatureIterator.java","3","470","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccess.java","4","385","Unnecessary qualifier 'AppSchemaDataAccess': 'unrollFilter' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","4","103","Unnecessary qualifier 'AppSchemaDataAccessFactory': 'URL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","4","184","Unnecessary qualifier 'AppSchemaDataAccessFactory': 'DBTYPE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","4","184","Unnecessary qualifier 'AppSchemaDataAccessFactory': 'URL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","4","191","Unnecessary qualifier 'AppSchemaDataAccessFactory': 'DBTYPE' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","4","192","Unnecessary qualifier 'AppSchemaDataAccessFactory': 'URL' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\AppSchemaDataAccessFactory.java","3","194","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\DataAccessMappingFeatureIterator.java","3","450","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\MappingFeatureIteratorFactory.java","4","107","Unnecessary qualifier 'MappingFeatureIteratorFactory': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\MappingFeatureIteratorFactory.java","4","118","Unnecessary qualifier 'MappingFeatureIteratorFactory': 'getInstance' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\PostFilteringMappingFeatureIterator.java","3","64","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\XmlFeatureTypeMapping.java","3","256","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\XmlMappingFeatureIterator.java","4","139","Unnecessary qualifier 'XmlMappingFeatureIterator': 'createIndexedItemXpathString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\XmlMappingFeatureIterator.java","3","363","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","717","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","724","Unnecessary qualifier 'java.util.logging': 'Logger' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"3","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","724","Unnecessary qualifier 'java.util.logging': 'Level' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"4","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","726","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","814","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","822","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","835","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","853","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","916","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"10","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","922","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"11","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","928","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"12","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","942","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"13","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","956","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"14","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","979","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"15","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","987","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"16","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1065","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"17","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1080","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"18","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1090","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"19","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1094","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"20","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1106","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"21","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1113","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"22","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\AppSchemaDataAccessConfigurator.java","4","1129","Unnecessary qualifier 'AppSchemaDataAccessConfigurator': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","123","Unnecessary qualifier 'XMLConfigDigester': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","127","Unnecessary qualifier 'XMLConfigDigester': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","133","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","153","Unnecessary qualifier 'java.util.logging': 'Logger' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"5","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","153","Unnecessary qualifier 'java.util.logging': 'Level' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"6","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","154","Unnecessary qualifier 'XMLConfigDigester': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","161","Unnecessary qualifier 'java.util.logging': 'Logger' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"8","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","161","Unnecessary qualifier 'java.util.logging': 'Level' is already in scope because it is imported in this file","Code Style","UnnecessaryFullyQualifiedName"
"9","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","162","Unnecessary qualifier 'XMLConfigDigester': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"10","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","176","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"11","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","180","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"12","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","215","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"13","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","218","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"14","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","293","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"15","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","327","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"16","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","338","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"17","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","358","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"18","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","364","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"19","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","380","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"20","org.geotools.data.complex.config","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\config\XMLConfigDigester.java","4","389","Unnecessary qualifier 'XMLConfigDigester': 'CONFIG_NS_URI' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","240","Unnecessary qualifier 'UnmappingFilterVisitor': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"2","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","318","Unnecessary qualifier 'UnmappingFilterVisitor': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"3","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","325","Unnecessary qualifier 'UnmappingFilterVisitor': 'ff' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"4","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","326","Unnecessary qualifier 'UnmappingFilterVisitor': 'ff' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"5","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","327","Unnecessary qualifier 'UnmappingFilterVisitor': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"6","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","330","Unnecessary qualifier 'UnmappingFilterVisitor': 'ff' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"7","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","333","Unnecessary qualifier 'UnmappingFilterVisitor': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","org.geotools.data.complex.filter","C:\User\abhi\MetricsCK\geotools\geotools\modules\extension\app-schema\app-schema\src\main\java\org\geotools\data\complex\filter\UnmappingFilterVisitor.java","4","337","Unnecessary qualifier 'UnmappingFilterVisitor': 'LOGGER' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
