"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","io.github.dunwu.javaee.servlet","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-servlet\src\main\java\io\github\dunwu\javaee\servlet\PostServlet.java","3","48","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.servlet","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-servlet\src\main\java\io\github\dunwu\javaee\servlet\ThreadSafetyServlet.java","3","21","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.taglib.tags","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-taglib\src\main\java\io\github\dunwu\javaee\taglib\tags\DynamicAttributeTag.java","3","46","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.taglib.tags","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-taglib\src\main\java\io\github\dunwu\javaee\taglib\tags\LoopTag.java","3","26","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.taglib.tags","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-taglib\src\main\java\io\github\dunwu\javaee\taglib\tags\ToLowerCaseTag.java","3","17","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.taglib.tags.table","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-taglib\src\main\java\io\github\dunwu\javaee\taglib\tags\table\Table.java","3","120","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javaee.server","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javaee\javaee-websocket\src\test\java\io\github\dunwu\javaee\server\DevServer.java","4","81","Unnecessary qualifier 'DevServer': 'reloadWebAppContext' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.github.dunwu.javatech.jmh","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\main\java\io\github\dunwu\javatech\jmh\JmhQuickStart.java","3","26","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","io.github.dunwu.javatech.jmh","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\main\java\io\github\dunwu\javatech\jmh\StringBuilderBenchmark.java","3","30","Prefer StringBuilder (non-synchronized) or StringBuffer (synchronized) over += for concatenating strings","Performance","UseStringBufferForStringAppends"
"1","io.github.dunwu.javatech.java.samples","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\test\java\io\github\dunwu\javatech\java\samples\CodeBiEnum.java","4","23","Unnecessary qualifier 'CodeBiEnum': 'values' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","io.github.dunwu.javatech.reflections","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\test\java\io\github\dunwu\javatech\reflections\JdkTests.java","3","200","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","io.github.dunwu.javatech.reflections","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\test\java\io\github\dunwu\javatech\reflections\VfsTest.java","3","76","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","io.github.dunwu.javatech.reflections","C:\User\abhi\MetricsCK\Java_tutorial\java-tutorial\codes\javatech\javatech-lib\src\test\java\io\github\dunwu\javatech\reflections\VfsTest.java","3","90","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
